index;Channel;Recipient;Title;FinancialInstrument;TypeOfSupport;Sector;GrantEquivalent;SubSector;AdditionalInformation;Year;Klimafinanzierung;Haushalt;Ressort;Recipient Deutsch;Region;Kontinent;CONTINENT;ISOCode
1808;Bilateral;Indonesia;Improving housing and tenure conditions in informal urban settlements in Indonesia;Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2021.2702.5;2022;263000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1809;Bilateral;Indonesia;Community based and sustainable forestry in Jambi Province, Indonesia;Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31194);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2021.2927.8;2022;81500.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1810;Bilateral;Indonesia;Just and sustainable village development in Sumatra by implementing community development plans;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2021.2945.0;2022;131500.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1811;Bilateral;Indonesia;Strengthening community based land and forest management in West Kalimantan;Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2021.2946.8;2022;252000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1812;Bilateral;Indonesia;Forest Program V, Phase II: Social Forestry Support Program;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Forestry (31210), General Environment Protection (41030) ;BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2021.6813.6;2022;10000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1813;Bilateral;Indonesia;Support for Feasibility Studies and Development of Projects of the Green Infrastructure Initiative;Zuschuss;cross-cutting;Transport und Lagerhaltung;0.0;Water Supply & Sanitation (14020), Water Supply & Sanitation (14050), Transport & Storage (21030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2021.6921.7;2022;11000000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1814;Bilateral;Indonesia;Creating sustainable cocoa opportunities in Central Kalimantan;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31162);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2021.7376.3;2022;230500.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1815;Bilateral;Indonesia;Community Empowerment and Rural Development in the Karo Batak and South Aceh Region, Continuation;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2021.7409.2;2022;225000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1816;Bilateral;Indonesia;Sustainable Self-Reliance Local Food System in Mentawai, Kupang and Sabu Raijua, 1st phase;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31191);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2021.7478.7;2022;322500.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1817;Bilateral;Indonesia;Capacity building and strengthening of non-governmental organizations networking in the fields of human rights and environmental and climate justice;Zuschuss;cross-cutting;Staat und Zivilgesellschaft;0.0;Government & Civil Society-general (15150);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2021.7479.5;2022;270000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1818;Bilateral;Indonesia;Poverty alleviation through income-generating measures and improved water supply, 2. phase;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2021.7668.3;2022;240000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1819;Bilateral;Indonesia;The Development of Regional Water Supply System in Wosusokas;Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water Supply & Sanitation (14021);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 3010.0073.6;2022;42850000.0;Haushaltsmittel;BMZ;Indonesien;Ostasien;Asien;Asia;IDN
1820;Bilateral;Indonesia;Biodiversity and climate protection in the Leuser Ecosystem in Sumatra;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Kreditanstalt für Wiederaufbau (KfW)), significant objective;2022;847013.51;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1821;Bilateral;Indonesia;Nature conservation concessions to protect tropical rainforest in Indonesia;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Kreditanstalt für Wiederaufbau (KfW)), significant objective;2022;685097.08;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1822;Bilateral;Indonesia;Ecosystem-based adaptation at scale through Building with Nature - Towards resilient coasts in Indonesia;Zuschuss;adaptation;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (not assignable), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1823;Bilateral;Indonesia;Hutan Harapan: Consolidation of the first Ecosystem Restoration Concession (ERC) in Indonesien;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Kreditanstalt für Wiederaufbau (KfW)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1824;Bilateral;Indonesia;Low-emissions oil palm development in Berau District, East Kalimantan;Zuschuss;mitigation;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1825;Bilateral;Indonesia;mitigation and adaptation through conservation and sustainable livelihoods in Indonesia's peat and mangrove ecosystems;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry (31220);BMUV (Conservation International), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1826;Bilateral;Indonesia;Low-emission palm oil development in Berau Regency, East Kalimantan;Zuschuss;mitigation;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMUV (The Nature Conservancy (TNC) ), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1827;Bilateral;Indonesia;Improving the Management of Peatlands and the Capacities of Stakeholders in Indonesia (Peat-IMPACTS Indonesia);Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31130);BMUV (International Centre for Research in Agroforestry (World Agroforestry Center (ICRAF))), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1828;Bilateral;Indonesia;Marine biodiversity and coastal livelihoods in Sulawesi/Coral Triangle;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Kreditanstalt für Wiederaufbau (KfW)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1829;Bilateral;Indonesia;MRV system for mitigation actions in Indonesia;Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1830;Bilateral;Indonesia;Reducing Emissions through Integration and Optimization of Public Transport in Indonesia;Zuschuss;mitigation;Transport und Lagerhaltung;0.0;Transport & Storage (21010);BMUV (Institute for Transportation and Development (ITDP)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1831;Bilateral;Indonesia;ExploRE - Strategic exploration of economic mitigation potentials through renewables;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy (23110);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1832;Bilateral;Indonesia;Climate and  Biodiversity Hub Indonesia ;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;10000000.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1833;Bilateral;Indonesia;Nature conservation concessions to protect tropical rainforest in Indonesia;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Kreditanstalt für Wiederaufbau (KfW)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1834;Bilateral;Indonesia;Conserving priority habitats in the Bukit Barisan Selatan National Park, Sumatra;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41030);BMUV (Kreditanstalt für Wiederaufbau (KfW)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1835;Bilateral;Indonesia;Aligning international energy finance for the net zero economy;Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41010);AA (HUMBOLDT-VIADRINA Governance Platform gGmbH), principal objective;2022;33333.3;Haushaltsmittel;AA;Indonesien;Ostasien;Asien;Asia;IDN
1836;Bilateral;Indonesia;Climate governance Indonesia;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Indonesien;Ostasien;Asien;Asia;IDN
1837;Bilateral;Iran;Environmental cooperation Iran – support for water resource management, air quality, waste management and marine environment ;Zuschuss;cross-cutting;Wasser und Abwasser/Abfallentsorgung;0.0;Water Supply & Sanitation (14010);BMUV (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2022;0.0;Haushaltsmittel;BMUV;Iran;Naher- und Mittlerer Osten;Asien;Asia;IRN
1838;Bilateral;Iran;Supporting Iran in implementation of an integrated energy efficiency market;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy (23110);BMUV (DIW Econ GmbH), principal objective;2022;0.0;Haushaltsmittel;BMUV;Iran;Naher- und Mittlerer Osten;Asien;Asia;IRN
1839;Bilateral;Iran;Green Energy Center in Iran (GECI) – Enabling climate mitigation through capacity development;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy (23181);BMUV (Technische Universität Berlin), principal objective;2022;300000.0;Haushaltsmittel;BMUV;Iran;Naher- und Mittlerer Osten;Asien;Asia;IRN
1840;Bilateral;Iraq;Improving basic sanitation in refugee camps and surrounding communities in Northern Iraq;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water Supply & Sanitation (14032);BMZ (BORDA - Bremen Overseas Research and Development Association e.V.), significant objective, 2016.4087.9;2022;0.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1841;Bilateral;Iraq;Construction and removal of civil structures and emergency services structures under inclusion of civil-social actors.;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Other Multisector (43060);BMZ (Bundesanstalt Technisches Hilfswerk (THW)), significant objective, 2017.1860.0;2022;265000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1842;Bilateral;Iraq;Creation of sustainable and resilient livelihoods in conflict-affected areas in Northern Iraq;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Developmental Food Aid/Food Security Assistance (52010);BMZ (Arbeiter-Samariter-Bund Deutschland e.V. (ASB)), principal objective, 2018.1802.0;2022;660000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1843;Bilateral;Iraq;Strengthening resilience through sustainable livelihoods for internally displaced people, refugees, returnees and vulnerable host community families;Zuschuss;adaptation;Wiederaufbau und Wiederherstellungsmassnahmen;0.0;Reconstruction Relief & Rehabilitation (73010);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.4973.6;2022;0.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1844;Bilateral;Iraq;Building sustainable livelihoods for returnees and their host communities in agriculture in Iraq - Phase II;Zuschuss;cross-cutting;Andere multisektorale Massnahmen;0.0;Other Multisector (43040);BMZ (Deutsche Welthungerhilfe e.V.), significant objective, 2019.1839.0;2022;0.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1845;Bilateral;Iraq;Building Resilient Communities in Salah al-Din, Iraq;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water Supply & Sanitation (14021);BMZ (not assignable), significant objective, 2019.1841.6;2022;250000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1846;Bilateral;Iraq;Keep Kurdistan Green - Environmental awareness, attachment to nature and sustainable environment management in Northern Iraq;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;General Environment Protection (41081);BMZ (Engagement Global gGmbH), significant objective, 2020.0600.5-4153;2022;0.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1847;Bilateral;Iraq;Strenthening the resilience of returnee and host communities through multi-sectoral reconstruction of basic infrastructure, capacity building  ;Zuschuss;adaptation;Sonstige Soziale Infrastruktur und Dienste;0.0;Other Social Infrastructure & Services (16050);BMZ (not assignable), significant objective, 2020.1815.8;2022;0.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1848;Bilateral;Iraq;Country Strategic Plan;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Developmental Food Aid/Food Security Assistance (52010);BMZ (UN World Food Progrmme (WFP)), significant objective, 2020.1837.2;2022;10000000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1849;Bilateral;Iraq;Improved livelihoods and increased resilience for conflict-affected residents and returnees in Anbar Province, Iraq;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31110);BMZ (Arbeiter-Samariter-Bund Deutschland e.V. (ASB)), significant objective, 2020.1870.3;2022;0.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1850;Bilateral;Iraq;Contributing to Economic Resilience in Central Iraq - Network of Economically Empowered Communities and Public Private Partners (C3P;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agriculture (31120);BMZ (not assignable), principal objective, 2021.1858.6;2022;3230000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1851;Bilateral;Iraq;Strengthening food and nutrition security and resilience of women and vulnerable populations of IDPs, returnees, refugees and host communities;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Other Multisector (43072);BMZ (Deutsche Welthungerhilfe e.V.), significant objective, 2021.1865.1;2022;2000000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1852;Bilateral;Iraq;Provision of Municipal Infrastructure;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water Supply & Sanitation (14020);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2021.6703.9;2022;8500000.0;Haushaltsmittel;BMZ;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1853;Bilateral;Iraq;Climate Change Awareness Tunnel Project;Zuschuss;adaptation;Umweltschutz allgemein;0.0;General Environment Protection (41010);AA (Deutsche Botschaft Bagdad), principal objective;2022;10000.0;Haushaltsmittel;AA;Irak;Naher- und Mittlerer Osten;Asien;Asia;IRQ
1854;Bilateral;Israel;Expansion and renovation of the dialogue center in the peace village Nes Ammim to strengthen intercultural and interreligious dialogue.;Zuschuss;mitigation;Staat und Zivilgesellschaft;0.0;Conflict, Peace & Security (15220);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7693.3;2022;0.0;Haushaltsmittel;BMZ;Israel;Naher- und Mittlerer Osten;Asien;;
1855;Bilateral;Israel;Strengthening communities of Shefa 'Amr to combat environmental challenges;Zuschuss;mitigation;Umweltschutz allgemein;0.0;General Environment Protection (41081);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2021.2917.9;2022;185000.0;Haushaltsmittel;BMZ;Israel;Naher- und Mittlerer Osten;Asien;;
1856;Bilateral;Jordan;Energy Efficiency in Public Buildings;Darlehen;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources (23210);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2010.6640.6;2022;0.0;Haushaltsmittel;BMZ;Jordanien;Naher- und Mittlerer Osten;Asien;Asia;JOR
1857;Bilateral;Jordan;Water Resources Management Programme II;Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water Supply & Sanitation (14020);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2010.6693.5;2022;0.0;Haushaltsmittel;BMZ;Jordanien;Naher- und Mittlerer Osten;Asien;Asia;JOR
